1049544777,Claudia,Mendoza,claudia.mendoza1049544777@universidad.edu.co,Estadistica
1047136717,Jorge,Hernandez,jorge.hernandez1047136717@universidad.edu.co,Ciencia de Datos
71880638,Martha,Mendoza,martha.mendoza71880638@universidad.edu.co,Matematicas Pureas
1041888516,Claudia,Castillo,claudia.castillo1041888516@universidad.edu.co,Ingenieria de Sistemas
47837228,Martha,Hernandez,martha.hernandez47837228@universidad.edu.co,Matematicas Pureas
25922964,Gustavo,Diaz,gustavo.diaz25922964@universidad.edu.co,Ciberseguridad
1009951359,Martha,Jimenez,martha.jimenez1009951359@universidad.edu.co,Estadistica
1047802769,Claudia,Diaz,claudia.diaz1047802769@universidad.edu.co,Estadistica
42537738,Fernando,Castillo,fernando.castillo42537738@universidad.edu.co,Ciberseguridad
37827873,Liliana,Ortiz,liliana.ortiz37827873@universidad.edu.co,Ciencia de Datos
48974756,Diana,Castillo,diana.castillo48974756@universidad.edu.co,Estadistica
1025740998,Martha,Suarez,martha.suarez1025740998@universidad.edu.co,Estadistica
32924696,Ricardo,Diaz,ricardo.diaz32924696@universidad.edu.co,Estadistica
76557360,Martha,Suarez,martha.suarez76557360@universidad.edu.co,Ciberseguridad
1046046602,Gustavo,Gutierrez,gustavo.gutierrez1046046602@universidad.edu.co,Ingenieria de Sistemas
64008940,Mauricio,Mendoza,mauricio.mendoza64008940@universidad.edu.co,Ciberseguridad
1028466304,Diana,Jimenez,diana.jimenez1028466304@universidad.edu.co,Ciberseguridad
49988928,Gustavo,Suarez,gustavo.suarez49988928@universidad.edu.co,Estadistica
47835353,Jorge,Moreno,jorge.moreno47835353@universidad.edu.co,Ingenieria de Sistemas
23594574,Martha,Hernandez,martha.hernandez23594574@universidad.edu.co,Ciencia de Datos
1036587066,Gustavo,Suarez,gustavo.suarez1036587066@universidad.edu.co,Ingenieria de Sistemas
64953748,Martha,Alvarez,martha.alvarez64953748@universidad.edu.co,Estadistica
1049132523,Fernando,Moreno,fernando.moreno1049132523@universidad.edu.co,Matematicas Pureas
22731405,Patricia,Ortiz,patricia.ortiz22731405@universidad.edu.co,Ingenieria de Sistemas
73549304,Liliana,Suarez,liliana.suarez73549304@universidad.edu.co,Estadistica
54596195,Diana,Suarez,diana.suarez54596195@universidad.edu.co,Ciberseguridad
1039308873,Claudia,Mendoza,claudia.mendoza1039308873@universidad.edu.co,Ciberseguridad
79940640,Diana,Ortiz,diana.ortiz79940640@universidad.edu.co,Ingenieria de Sistemas
1024112957,Mauricio,Alvarez,mauricio.alvarez1024112957@universidad.edu.co,Ciberseguridad
1015675935,Ricardo,Hernandez,ricardo.hernandez1015675935@universidad.edu.co,Ingenieria de Sistemas
27563473,Fernando,Moreno,fernando.moreno27563473@universidad.edu.co,Ciberseguridad
1007277672,Ricardo,Mendoza,ricardo.mendoza1007277672@universidad.edu.co,Ciberseguridad
1026497675,Martha,Moreno,martha.moreno1026497675@universidad.edu.co,Estadistica
1045069283,Diana,Hernandez,diana.hernandez1045069283@universidad.edu.co,Estadistica
1031550328,Fernando,Castillo,fernando.castillo1031550328@universidad.edu.co,Matematicas Pureas
24702576,Ricardo,Alvarez,ricardo.alvarez24702576@universidad.edu.co,Matematicas Pureas
1006552504,Liliana,Moreno,liliana.moreno1006552504@universidad.edu.co,Estadistica
24142071,Patricia,Diaz,patricia.diaz24142071@universidad.edu.co,Ingenieria de Sistemas
1020942504,Martha,Diaz,martha.diaz1020942504@universidad.edu.co,Estadistica
78259906,Fernando,Moreno,fernando.moreno78259906@universidad.edu.co,Ciberseguridad
45376092,Gustavo,Castillo,gustavo.castillo45376092@universidad.edu.co,Ciencia de Datos
70166142,Martha,Hernandez,martha.hernandez70166142@universidad.edu.co,Ciencia de Datos
50181189,Claudia,Jimenez,claudia.jimenez50181189@universidad.edu.co,Ingenieria de Sistemas
72513125,Claudia,Gutierrez,claudia.gutierrez72513125@universidad.edu.co,Ciencia de Datos
1046451817,Liliana,Castillo,liliana.castillo1046451817@universidad.edu.co,Estadistica
1005438144,Diana,Diaz,diana.diaz1005438144@universidad.edu.co,Ciencia de Datos
69323346,Liliana,Castillo,liliana.castillo69323346@universidad.edu.co,Matematicas Pureas
1018924276,Jorge,Castillo,jorge.castillo1018924276@universidad.edu.co,Matematicas Pureas
1044355160,Martha,Jimenez,martha.jimenez1044355160@universidad.edu.co,Ingenieria de Sistemas
48543889,Mauricio,Castillo,mauricio.castillo48543889@universidad.edu.co,Estadistica
1010310314,Jorge,Suarez,jorge.suarez1010310314@universidad.edu.co,Ciencia de Datos
52063192,Diana,Suarez,diana.suarez52063192@universidad.edu.co,Estadistica
20447227,Martha,Castillo,martha.castillo20447227@universidad.edu.co,Ciberseguridad
63283041,Liliana,Diaz,liliana.diaz63283041@universidad.edu.co,Ingenieria de Sistemas
66098413,Mauricio,Alvarez,mauricio.alvarez66098413@universidad.edu.co,Ciencia de Datos
1047618342,Ricardo,Hernandez,ricardo.hernandez1047618342@universidad.edu.co,Ciencia de Datos
1004256244,Mauricio,Ortiz,mauricio.ortiz1004256244@universidad.edu.co,Estadistica
26554205,Liliana,Suarez,liliana.suarez26554205@universidad.edu.co,Matematicas Pureas
78931450,Martha,Alvarez,martha.alvarez78931450@universidad.edu.co,Ciberseguridad
1019691022,Claudia,Moreno,claudia.moreno1019691022@universidad.edu.co,Estadistica
1048787399,Diana,Moreno,diana.moreno1048787399@universidad.edu.co,Ciberseguridad
27383692,Liliana,Alvarez,liliana.alvarez27383692@universidad.edu.co,Estadistica
1006399692,Mauricio,Moreno,mauricio.moreno1006399692@universidad.edu.co,Ciberseguridad
1022104439,Fernando,Gutierrez,fernando.gutierrez1022104439@universidad.edu.co,Ciberseguridad
59424708,Diana,Diaz,diana.diaz59424708@universidad.edu.co,Matematicas Pureas
1038304650,Fernando,Mendoza,fernando.mendoza1038304650@universidad.edu.co,Ciberseguridad
1043978775,Patricia,Castillo,patricia.castillo1043978775@universidad.edu.co,Ingenieria de Sistemas
38710448,Diana,Gutierrez,diana.gutierrez38710448@universidad.edu.co,Ciberseguridad
1043468049,Gustavo,Suarez,gustavo.suarez1043468049@universidad.edu.co,Ingenieria de Sistemas
1044735981,Liliana,Diaz,liliana.diaz1044735981@universidad.edu.co,Ingenieria de Sistemas
1032480363,Diana,Moreno,diana.moreno1032480363@universidad.edu.co,Ingenieria de Sistemas
79503293,Diana,Suarez,diana.suarez79503293@universidad.edu.co,Ciencia de Datos
1032500143,Mauricio,Ortiz,mauricio.ortiz1032500143@universidad.edu.co,Matematicas Pureas
21934452,Patricia,Moreno,patricia.moreno21934452@universidad.edu.co,Ciberseguridad
74228427,Mauricio,Alvarez,mauricio.alvarez74228427@universidad.edu.co,Ingenieria de Sistemas
54705160,Mauricio,Suarez,mauricio.suarez54705160@universidad.edu.co,Ciencia de Datos
66072484,Gustavo,Suarez,gustavo.suarez66072484@universidad.edu.co,Estadistica
1028519574,Liliana,Mendoza,liliana.mendoza1028519574@universidad.edu.co,Ingenieria de Sistemas
1021152647,Fernando,Hernandez,fernando.hernandez1021152647@universidad.edu.co,Ciencia de Datos
1049036563,Gustavo,Mendoza,gustavo.mendoza1049036563@universidad.edu.co,Matematicas Pureas
1002053305,Jorge,Ortiz,jorge.ortiz1002053305@universidad.edu.co,Ciberseguridad
39110185,Martha,Diaz,martha.diaz39110185@universidad.edu.co,Ciberseguridad
63445285,Diana,Jimenez,diana.jimenez63445285@universidad.edu.co,Ciberseguridad
54961507,Patricia,Diaz,patricia.diaz54961507@universidad.edu.co,Ciencia de Datos
1026026068,Liliana,Jimenez,liliana.jimenez1026026068@universidad.edu.co,Ciencia de Datos
39971205,Claudia,Mendoza,claudia.mendoza39971205@universidad.edu.co,Matematicas Pureas
64342444,Liliana,Mendoza,liliana.mendoza64342444@universidad.edu.co,Ingenieria de Sistemas
1023116911,Gustavo,Diaz,gustavo.diaz1023116911@universidad.edu.co,Estadistica
1018843174,Ricardo,Gutierrez,ricardo.gutierrez1018843174@universidad.edu.co,Estadistica
1003674668,Jorge,Castillo,jorge.castillo1003674668@universidad.edu.co,Matematicas Pureas
1015468124,Patricia,Jimenez,patricia.jimenez1015468124@universidad.edu.co,Estadistica
38457984,Fernando,Hernandez,fernando.hernandez38457984@universidad.edu.co,Matematicas Pureas
41780791,Claudia,Diaz,claudia.diaz41780791@universidad.edu.co,Ciencia de Datos
1016841715,Claudia,Suarez,claudia.suarez1016841715@universidad.edu.co,Ciberseguridad
26268621,Patricia,Ortiz,patricia.ortiz26268621@universidad.edu.co,Ingenieria de Sistemas
1030120361,Ricardo,Ortiz,ricardo.ortiz1030120361@universidad.edu.co,Ingenieria de Sistemas
1040481408,Gustavo,Ortiz,gustavo.ortiz1040481408@universidad.edu.co,Estadistica
32202322,Jorge,Diaz,jorge.diaz32202322@universidad.edu.co,Estadistica
1005028250,Patricia,Hernandez,patricia.hernandez1005028250@universidad.edu.co,Ciberseguridad
1045797995,Jorge,Gutierrez,jorge.gutierrez1045797995@universidad.edu.co,Ciencia de Datos
